Apple Inc.
US 8,243,809
US 8,265,143
US 8,320,467
US 8,325,820
US 8,351,501
US 8,428,139
US 8,437,402
US 8,457,209
US 8,467,446
US 8,467,454
US 8,472,518
US 8,477,837
US 8,477,854
US 8,483,280
US 8,488,669
US 8,494,043
US 8,494,044
US 8,509,311
US 8,509,312
US 8,542,742
US 8,548,059
US 8,553,766
US 8,559,504
US 8,559,521
Telefonaktiebolaget LM Ericsson
AT 1,449,383
AU 2002353749
BE 1,449,383
BG 1,449,383
CH 1,449,383
CN 02823496.0
CY 1,449,383
CZ 1,449,383February 1, 2014 AVC Attachment 1 Page 63 of 75
DE 10296787.3
DE 60236886
DK 1,449,383
EE 1,449,383
ES 1,449,383
FI 1,449,383
FR 1,449,383
GB 1,449,383
GB 2,392,042
GR 1,449,383
IE 1,449,383
IN 218194
IN 231,901
IT 1,449,383
JP 4,133,346
JP 4,440,640
LI 1,449,383
LU 1,449,383
MC 1,449,383
NL 1,449,383
PT 1,449,383
RU 2,307,478
SE 1,449,383
SK 1,449,383
TR 1,449,383
US 6,907,071
The Trustees of Columbia University in the City of New York
CA 2,281,538
CH 1,209,915
DE 69835039.1
ES 2266396
FI 1,209,915
FR 1,209,915
GB 1,209,915
IT 1,209,915
JP 4,393,591
LI 1,209,915
SE 1,209,915
US 7,199,836
US 8,115,873
US 8,531,608
Toshiba Corporation
AT-E 479,285
BE 1,414,245
BE 1,798,988
BR PI9708223-6
BR PI9715336-2February 1, 2014 AVC Attachment 1 Page 64 of 75
CA 2,249,540
CA 2,473,771
CA 2,646,562
CH 1,414,245
CH 1,798,988
CN 200610093891.5
CN 200610093894.9
CN 200910145809.2
CN 200910145811.X
CN 97193909.8
DE 60333892
DE 60334861
ES 2,351,306
ES 2,355,656
FI 1,414,245
FI 1,798,988
FR 1,414,245
FR 1,798,988
GB 1,414,245
GB 1,798,988
IT 67199/BE/2011
IT 72738/BE/2010
JP 3,631,488
JP 3,657,954
JP 3,657,955
JP 3,657,956
JP 3,657,957
JP 3,657,965
JP 3,657,967
JP 3,657,968
JP 3,657,969
JP 3,657,970
JP 3,657,978
JP 4,015,934
JP 4,127,713
JP 4,127,714
JP 4,127,715
JP 4,127,716
JP 4,127,717
JP 4,127,718
JP 4,208,913
JP 4,208,945
JP 4,208,946
JP 4,208,947
JP 4,208,952
JP 4,208,953
JP 4,208,954
JP 4,208,955
JP 4,213,766
JP 4,227,162
JP 4,227,163February 1, 2014 AVC Attachment 1 Page 65 of 75
JP 4,227,164
JP 4,227,165
JP 4,227,166
JP 4,227,167
JP 4,227,168
JP 4,227,188
JP 4,234,780
JP 4,234,781
JP 4,234,782
JP 4,234,783
JP 4,234,784
JP 4,247,304
JP 4,247,305
JP 4,247,306
JP 4,256,455
JP 4,256,456
JP 4,256,457
JP 4,256,458
JP 4,256,459
JP 4,256,460
JP 4,256,461
JP 4,256,462
JP 4,256,465
JP 4,282,752
JP 4,282,753
JP 4,282,754
JP 4,282,755
JP 4,282,756
JP 4,282,757
JP 4,282,758
JP 4,307,522
JP 4,307,523
JP 4,307,524
JP 4,307,525
JP 4,307,526
JP 4,307,527
JP 4,307,528
JP 4,307,529
JP 4,307,530
JP 4,307,531
JP 4,307,532
JP 4,307,534
JP 4,307,535
JP 4,307,536
JP 4,307,537
JP 4,307,538
JP 4,307,539
JP 4,309,469
JP 4,320,366
JP 4,320,367
JP 4,320,368February 1, 2014 AVC Attachment 1 Page 66 of 75
JP 4,320,369
JP 4,320,370
JP 4,320,371
JP 4,331,259
JP 4,338,771
JP 4,338,772
JP 4,338,773
JP 4,338,774
JP 4,338,775
JP 4,338,776
JP 4,338,777
JP 4,338,778
JP 4,355,755
JP 4,355,756
JP 4,355,757
JP 4,355,758
JP 4,355,759
JP 4,355,760
JP 4,355,761
JP 4,355,762
JP 4,355,763
JP 4,355,764
JP 4,355,765
JP 4,355,766
JP 4,355,767
JP 4,355,768
JP 4,355,769
JP 4,355,770
JP 4,355,771
JP 4,376,301
JP 4,376,302
JP 4,376,303
JP 4,376,304
JP 4,376,305
JP 4,376,306
JP 4,376,307
JP 4,376,308
JP 4,376,309
JP 4,376,310
JP 4,376,311
JP 4,376,312
JP 4,376,313
JP 4,376,314
JP 4,376,315
JP 4,405,584
JP 4,406,047
JP 4,406,048
JP 4,406,049
JP 4,406,050
JP 4,406,051
JP 4,406,052February 1, 2014 AVC Attachment 1 Page 67 of 75
JP 4,406,053
JP 4,406,054
JP 4,406,055
JP 4,406,056
JP 4,406,057
JP 4,406,058
JP 4,406,059
JP 4,406,060
JP 4,406,061
JP 4,406,062
JP 4,406,063
JP 4,406,064
JP 4,406,065
JP 4,406,066
JP 4,406,067
JP 4,406,068
JP 4,406,069
JP 4,406,070
JP 4,406,071
JP 4,406,072
JP 4,406,073
JP 4,406,074
JP 4,406,075
JP 4,406,076
JP 4,406,077
JP 4,406,078
JP 4,406,079
JP 4,406,080
JP 4,406,081
JP 4,406,082
JP 4,406,083
JP 4,406,084
JP 4,406,085
JP 4,406,086
JP 4,406,087
JP 4,406,088
JP 4,406,089
JP 4,427,608
JP 4,427,609
JP 4,427,610
JP 4,427,611
JP 4,427,612
JP 4,427,613
JP 4,427,614
JP 4,427,615
JP 4,427,616
JP 4,427,617
JP 4,427,618
JP 4,427,619
JP 4,427,620
JP 4,427,621February 1, 2014 AVC Attachment 1 Page 68 of 75
JP 4,427,622
JP 4,427,623
JP 4,427,624
JP 4,427,625
JP 4,427,626
JP 4,427,627
JP 4,438,897
JP 4,438,898
JP 4,438,899
JP 4,438,900
JP 4,438,901
JP 4,438,902
JP 4,438,903
JP 4,438,904
JP 4,460,630
JP 4,460,631
JP 4,460,632
JP 4,460,633
JP 4,460,634
JP 4,460,635
JP 4,460,636
JP 4,460,637
JP 4,460,638
JP 4,460,639
JP 4,460,640
JP 4,460,641
JP 4,478,733
JP 4,478,734
JP 4,478,735
JP 4,478,736
JP 4,478,737
JP 4,478,738
JP 4,478,739
JP 4,478,740
JP 4,478,741
JP 4,478,742
JP 4,478,743
JP 4,478,744
JP 4,478,745
JP 4,478,746
JP 4,478,747
JP 4,478,748
JP 4,478,749
JP 4,478,750
JP 4,478,751
JP 4,478,752
JP 4,496,300
JP 4,496,301
JP 4,496,302
JP 4,496,303
JP 4,496,304February 1, 2014 AVC Attachment 1 Page 69 of 75
JP 4,496,305
JP 4,496,306
JP 4,496,307
JP 4,496,308
JP 4,496,309
JP 4,496,310
JP 4,496,311
JP 4,496,312
JP 4,496,313
JP 4,496,314
JP 4,496,315
JP 4,517,011
JP 4,517,012
JP 4,517,013
JP 4,517,014
JP 4,517,015
JP 4,517,016
JP 4,517,017
JP 4,517,018
JP 4,517,019
JP 4,517,020
JP 4,517,021
JP 4,517,022
JP 4,517,023
JP 4,517,024
JP 4,517,025
JP 4,517,026
JP 4,517,027
JP 4,517,028
JP 4,517,029
JP 4,517,030
JP 4,517,031
JP 4,517,032
JP 4,517,033
JP 4,517,034
JP 4,517,035
JP 4,517,036
JP 4,517,037
JP 4,517,038
JP 4,517,039
JP 4,517,040
JP 4,517,041
JP 4,538,539
JP 4,538,540
JP 4,538,541
JP 4,538,542
JP 4,538,543
JP 4,538,544
JP 4,538,545
JP 4,538,546
JP 4,538,547February 1, 2014 AVC Attachment 1 Page 70 of 75
JP 4,538,548
JP 4,538,549
JP 4,538,550
JP 4,538,551
JP 4,538,552
JP 4,538,553
JP 4,538,554
JP 4,538,555
JP 4,538,556
JP 4,538,557
JP 4,538,558
JP 4,538,559
JP 4,538,560
JP 4,538,561
JP 4,538,562
JP 4,538,563
JP 4,538,564
JP 4,538,565
JP 4,538,566
JP 4,538,567
JP 4,538,568
JP 4,538,569
JP 4,538,570
JP 4,538,571
JP 4,560,136
JP 4,560,137
JP 4,560,138
JP 4,560,139
JP 4,560,140
KR 685,771
KR 685,772
LI 1,414,245
LI 1,798,988
MX 252,913
MX 256,545
NL 1,414,245
NL 1,798,988
SE 1,414,245
SE 1,798,988
US 5,930,395
US 6,353,681
US 6,408,098
US 6,571,361
US 6,621,931
US 7,321,995
US 7,454,669
US 7,464,305
US 7,472,317
US 7,475,298
US 7,487,410
US 7,599,437February 1, 2014 AVC Attachment 1 Page 71 of 75
US 7,616,691
US 7,649,941
US 7,649,942
US 7,672,375
US 7,675,973
US 7,675,975
US 7,680,184
US 7,684,485
US 7,702,018
US 7,738,557
US 7,864,853
US 7,885,332
US 7,885,333
US 7,903,740
US 7,944,972
US 7,944,973
US 7,949,048
Vidyo, Inc. 
CA 2,667,194
JP 5,351,761
US 7,643,560
US 8,594,202
ZTE Corporation7
KR 174,441
KR 229,783February 1, 2014 AVC Attachment 1 Page 72 of 75
Fujitsu Limited
US 5,235,618 - Expired November 5, 2010
Hitachi Maxell, Ltd.3
JP 3,191,935 - Expired November 30, 2010
JP 3,303,869 - Expired November 30, 2010
JVC KENWOOD Corporation8
JP 2,962,012 - Expired November 8, 2011
JP 3,060,376 - Expired August 30, 2011
US 5,103,307 - Expired January 17, 2011
US Re. 34,965 - Expired January 17, 2010
US Re. 35,158 - Expired January 17, 2010
Koninklijke Philips N.V.4
AT 157,830 - Expired June 3, 2011
AU 641,726 - Expired February 20, 2011
BE 0460751 - Expired June 3, 2011
CA 2,018,031 - Expired June 1, 2010
CA 2,036,585 - Expired February 19, 2011
CA 2,043,670 - Expired May 31, 2011
CA 2,304,917 - Expired June 1, 2010
DE 69109346.6 - Expired February 18, 2011
DE 69127504 - Expired June 3, 2011
DK 0443676 - Expired February 18, 2011
DK 0460751 - Expired June 3, 2011
FI 101,442 - Expired February 19, 2011
FR 0443676 - Expired February 18, 2011
FR 0460751 - Expired June 3, 2011
GB 0443676 - Expired February 18, 2011
GB 0460751 - Expired June 3, 2011
HK 96-615 - Expired February 18, 2011
IT 0443676 - Expired February 18, 2011
IT 52497 BE/97 - Expired June 3, 2011
JP 2,791,822 - Expired June 2, 2010
JP 3,162,110 - Expired June 4, 2011
JP 3,174,586 - Expired February 20, 2011
JP 3,280,999 - Expired June 4, 2011
KR 114,697 - Expired January 8, 2012
KR 239,837 - Expired June 4, 2011
NL 0443676 - Expired February 18, 2011
NL 0460751 - Expired June 3, 2011
SE 0443676 - Expired February 18, 2011
SE 0460751 - Expired June 3, 2011
SG 9690467.7 - Expired February 18, 2011February 1, 2014 AVC Attachment 1 Page 73 of 75
US 4,849,812 - Expired February 23, 2008
US 5,021,879 - Expired June 3, 2008
US 5,128,758 - Expired July 6, 2009
US 5,179,442 - Expired January 11, 2010
US 5,608,697 - Expired June 4, 2011
US 5,699,476 - Expired October 18, 2010
US 5,844,867 - Expired June 4, 2011
Mitsubishi Electric Corporation
CA 2,327,489 - Expired October 21, 2012
JP 1,869,940 - Expired March 8, 2005
NO 310,850 - Expired October 21, 2012
US 6,097,759 - Expired October 15, 2012
Orange SA9
DE 3767919 - Expired May 26, 2007
FI 86,241 - Expired May 28, 2007
FR 2,599,577 - Expired May 29, 2006
GB 248,711 - Expired May 26, 2007
IT 248,711 - Expired May 26, 2007
SE 248,711 - Expired May 26, 2007
US 4,796,087 - Expired May 31, 2007
Panasonic Corporation6
JP 2,794,899 - Expired May 8, 2010
US 5,223,949 - Expired April 16, 2012
US Re. 35,910 - Expired May 10, 2010
Polycom, Inc.
US 5,367,385 - Expired May 6, 2012
Robert Bosch GmbH
DE 3769306 - Expired December 11, 2007
FR 0279053 - Expired December 11, 2007
GB 0279053 - Expired December 11, 2007
IT 0279053 - Expired December 11, 2007
NL 0279053 - Expired December 11, 2007
Samsung Electronics Co., Ltd.
CN 93106014.1 - Expired May 18, 2013
DE 69321781 - Expired July 23, 2013
FR 580,454 - Expired July 23, 2013
GB 580,454 - Expired July 23, 2013
HK 1,008,711 - Expired July 23, 2013
JP 2,665,127 - Expired June 18, 2013February 1, 2014 AVC Attachment 1 Page 74 of 75
JP 2,728,619 - Expired April 16, 2013
JP 3,369,422 - Expired June 22, 2013
JP 3,442,028 - Expired June 22, 2013
KR 103,834 - Expired December 7, 2011
KR 132,895 - Expired July 24, 2012
KR 147,549 - Expired February 28, 2012
KR 148,130 - Expired May 18, 2012
KR 148,226 - Expired December 16, 2013
KR 152,017 - Expired July 30, 2012
KR 162,196 - Expired December 23, 2011
KR 166,716 - Expired June 18, 2012
KR 178,711 - Expired July 9, 2012
RU 2,072,562 - Expired May 17, 2013
US 5,384,849 - Expired May 17, 2013
US 5,467,086 - Expired June 17, 2013
US 5,654,706 - Expired July 22, 2013
US 6,680,975 - Expired February 28, 2013
US 7,292,657 - Expired February 28, 2013
Sharp Corporation
JP 2,951,861 - Expired March 10, 2009
JP 3,078,692 - Expired November 8, 2013
Sony Corporation
AT 171,831 - Expired December 28, 2012
AT 180,374 - Expired July 28, 2012
AT 209,422 - Expired July 28, 2012
AT 224,627 - Expired July 28, 2012
AU 669983 - Expired October 12, 2010
CA 2,092,295 - Expired July 28, 2012
DE 69227185 - Expired December 28, 2012
DE 69229229 - Expired July 28, 2012
DE 69232357 - Expired July 28, 2012
DE 69232784 - Expired July 28, 2012
FR 573,665 - Expired December 28, 2012
FR 598,904 - Expired July 28, 2012
FR 898,426 - Expired July 28, 2012
FR 907,289 - Expired July 28, 2012
GB 573,665 - Expired December 28, 2012
GB 598,904 - Expired July 28, 2012
HK 1,032,871 - Expired July 28, 2012
HK 1,033,059 - Expired July 28, 2012
IT RM1998B052096 - Expired December 28, 2012
IT RM1999B050448 - Expired July 28, 2012
IT RM2002B048140 - Expired July 28, 2012
IT RM2002B052345 - Expired July 28, 2012
KR 260,475 - Expired December 28, 2012
NL 573,665 - Expired December 28, 2012
US 4,864,393 - Expired May 30, 2008
US 5,510,840 - Expired April 22, 2013
US 5,539,466 - Expired July 22, 2013
US Re. 37,222 - Expired October 11, 2010
The Trustees of Columbia University in the City of New York
CA 2,096,431 - Expired December 3, 2011
DE 69129595 - Expired December 3, 2011
DE 69130329 - Expired December 3, 2011
FR 564,597 - Expired December 3, 2011
FR 630,157 - Expired December 3, 2011
GB 564,597 - Expired December 3, 2011
GB 630,157 - Expired December 3, 2011
JP 2,746,749 - Expired December 3, 2011
US Re. 35,093 - Expired December 2, 2010
